time,P,G(i),H_sun,T2m,WS10m,Int
20190313:0210,0.0,0.0,0.0,4.89,5.24,0.0
20190313:0310,0.0,0.0,0.0,4.46,5.1,0.0
20190313:0410,0.0,0.0,0.0,3.38,4.83,0.0
20190313:0510,0.0,0.0,0.0,2.59,4.97,0.0
20190313:0610,9.43,22.27,4.94,2.36,5.17,0.0
20190313:0710,323.14,375.25,13.99,2.72,4.69,0.0
20190313:0810,446.83,506.52,22.22,3.74,6.07,0.0
20190313:0910,397.81,454.02,29.1,4.7,6.34,0.0
20190313:1010,80.59,107.89,33.95,5.45,7.1,0.0
20190313:1110,610.65,699.15,36.15,5.84,7.1,0.0
20190313:1210,705.98,814.91,35.35,6.33,6.69,0.0
20190313:1310,338.43,392.47,31.67,6.85,6.9,0.0
20190313:1410,41.72,63.46,25.65,6.7,6.55,0.0
20190313:1510,116.58,149.23,17.98,6.85,6.48,0.0
20190313:1610,49.33,75.36,9.25,5.98,5.52,0.0
20190313:1710,0.0,0.0,0.0,4.84,5.52,0.0
20190313:1810,0.0,0.0,0.0,4.0,5.59,0.0
20190313:1910,0.0,0.0,0.0,3.5,6.07,0.0
20190313:2010,0.0,0.0,0.0,3.16,5.72,0.0
20190313:2110,0.0,0.0,0.0,2.96,5.45,0.0
20190313:2210,0.0,0.0,0.0,2.76,5.24,0.0
20190313:2310,0.0,0.0,0.0,2.61,5.1,0.0
20190314:0010,0.0,0.0,0.0,2.92,5.17,0.0
20190314:0110,0.0,0.0,0.0,3.25,5.1,0.0
20190314:0210,0.0,0.0,0.0,3.29,5.03,0.0
20190314:0310,0.0,0.0,0.0,3.41,4.97,0.0
20190314:0410,0.0,0.0,0.0,3.1,4.62,0.0
20190314:0510,0.0,0.0,0.0,2.81,4.34,0.0
20190314:0610,14.52,29.76,5.29,2.82,4.34,0.0
20190314:0710,64.74,89.2,14.35,3.12,4.55,0.0
20190314:0810,193.53,230.93,22.6,4.01,4.14,0.0
20190314:0910,140.31,174.0,29.49,4.78,4.97,0.0
20190314:1010,125.35,157.76,34.35,5.06,5.72,0.0
20190314:1110,141.11,174.98,36.55,4.79,5.79,0.0
20190314:1210,204.92,243.89,35.73,4.0,5.72,0.0
20190314:1310,0.0,0.0,0.0,3.42,7.1,0.0
20190314:1410,24.42,41.71,25.97,3.17,7.31,0.0
20190314:1510,35.61,55.31,18.27,2.93,6.41,0.0
20190314:1610,52.91,78.9,9.52,2.52,7.72,0.0
20190314:1710,0.0,0.0,0.0,2.7,6.76,0.0
20190314:1810,0.0,0.0,0.0,3.17,6.14,0.0
20190314:1910,0.0,0.0,0.0,3.86,6.07,0.0
20190314:2010,0.0,0.0,0.0,4.67,6.14,0.0
20190314:2110,0.0,0.0,0.0,4.71,6.14,0.0
20190314:2210,0.0,0.0,0.0,4.39,5.79,0.0
20190314:2310,0.0,0.0,0.0,4.07,5.31,0.0
20190315:0010,0.0,0.0,0.0,3.87,5.03,0.0
20190315:0110,0.0,0.0,0.0,3.75,4.83,0.0
20190315:0210,0.0,0.0,0.0,3.44,4.55,0.0
20190315:0310,0.0,0.0,0.0,3.3,4.55,0.0
20190315:0410,0.0,0.0,0.0,3.24,4.55,0.0
20190315:0510,0.0,0.0,0.0,3.08,4.34,0.0
20190315:0610,0.0,5.44,5.64,3.05,4.14,0.0
20190315:0710,98.36,127.26,14.71,3.75,3.93,0.0
20190315:0810,97.46,126.56,22.97,4.5,3.86,0.0
20190315:0910,103.97,134.18,29.88,5.05,4.28,0.0
20190315:1010,152.55,187.9,34.75,5.29,5.66,0.0
20190315:1110,116.29,147.78,36.95,5.0,4.97,0.0
20190315:1210,130.81,164.1,36.1,5.22,4.69,0.0
20190315:1310,102.94,133.28,32.36,5.67,5.03,0.0
20190315:1410,151.46,187.4,26.29,6.58,5.31,0.0
20190315:1510,85.54,114.57,18.56,7.48,5.66,0.0
20190315:1610,36.64,58.74,9.79,8.08,5.79,0.0
20190315:1710,0.0,0.0,0.0,8.26,5.86,0.0
20190315:1810,0.0,0.0,0.0,8.2,6.14,0.0
20190315:1910,0.0,0.0,0.0,8.57,5.93,0.0
20190315:2010,0.0,0.0,0.0,8.05,5.03,0.0
20190315:2110,0.0,0.0,0.0,7.16,4.41,0.0
20190315:2210,0.0,0.0,0.0,6.32,4.55,0.0
20190315:2310,0.0,0.0,0.0,5.65,5.03,0.0
20190316:0010,0.0,0.0,0.0,5.24,5.1,0.0
20190316:0110,0.0,0.0,0.0,4.97,5.1,0.0
20190316:0210,0.0,0.0,0.0,4.77,4.97,0.0
20190316:0310,0.0,0.0,0.0,4.65,4.69,0.0
20190316:0410,0.0,0.0,0.0,4.6,4.34,0.0
20190316:0510,0.0,0.0,0.0,4.61,3.86,0.0
20190316:0610,8.66,20.85,6.0,4.51,3.52,0.0
20190316:0710,34.6,54.4,15.07,4.1,3.52,0.0
20190316:0810,97.46,126.5,23.35,4.11,2.97,0.0
20190316:0910,94.17,123.3,30.27,4.58,2.21,0.0
20190316:1010,93.22,122.4,35.15,4.91,2.21,0.0
20190316:1110,70.71,97.01,37.35,5.69,3.79,0.0
20190316:1210,60.76,86.13,36.48,7.5,5.03,0.0
20190316:1310,79.85,108.8,32.71,9.07,4.9,0.0
20190316:1410,31.54,51.68,26.6,9.22,4.48,0.0
20190316:1510,66.32,93.21,18.85,9.13,4.69,0.0
20190316:1610,4.97,15.41,10.06,9.0,5.59,0.0
20190316:1710,0.0,0.0,0.0,8.67,5.24,0.0
20190316:1810,0.0,0.0,0.0,8.11,5.1,0.0
20190316:1910,0.0,0.0,0.0,7.72,5.1,0.0
20190316:2010,0.0,0.0,0.0,7.5,5.17,0.0
20190316:2110,0.0,0.0,0.0,7.0,5.1,0.0
20190316:2210,0.0,0.0,0.0,6.73,4.97,0.0
20190316:2310,0.0,0.0,0.0,6.51,4.83,0.0
20190317:0010,0.0,0.0,0.0,6.33,4.9,0.0
20190317:0110,0.0,0.0,0.0,6.25,4.97,0.0
20190317:0210,0.0,0.0,0.0,6.28,5.03,0.0
20190317:0310,0.0,0.0,0.0,6.36,4.97,0.0
20190317:0410,0.0,0.0,0.0,6.28,5.03,0.0
20190317:0510,0.0,0.0,0.0,6.27,5.31,0.0
20190317:0610,90.94,132.54,6.35,6.46,5.52,0.0
20190317:0710,357.91,422.26,15.44,7.87,5.66,0.0
20190317:0810,577.66,673.94,23.73,8.86,5.1,0.0
20190317:0910,733.85,856.61,30.66,10.0,7.66,0.0
20190317:1010,790.03,928.16,35.55,10.28,7.86,0.0
20190317:1110,65.4,92.48,37.75,10.43,7.17,0.0
20190317:1210,66.24,93.38,36.86,10.13,6.34,0.0
20190317:1310,137.09,173.97,33.06,9.94,6.83,0.0
20190317:1410,75.37,103.36,26.92,8.48,5.45,0.0
20190317:1510,41.71,63.46,19.14,6.56,4.76,0.0
20190317:1610,41.66,64.41,10.33,5.44,3.59,0.0
20190317:1710,0.0,0.0,0.0,5.01,3.52,0.0
20190317:1810,0.0,0.0,0.0,4.4,3.45,0.0
20190317:1910,0.0,0.0,0.0,4.07,3.31,0.0
20190317:2010,0.0,0.0,0.0,3.68,3.45,0.0
20190317:2110,0.0,0.0,0.0,3.36,3.72,0.0
20190317:2210,0.0,0.0,0.0,2.91,3.72,0.0
20190317:2310,0.0,0.0,0.0,2.43,3.86,0.0
20190318:0010,0.0,0.0,0.0,2.0,4.14,0.0
20190318:0110,0.0,0.0,0.0,1.58,4.28,0.0
20190318:0210,0.0,0.0,0.0,1.24,4.28,0.0
20190318:0310,0.0,0.0,0.0,0.94,4.14,0.0
20190318:0410,0.0,0.0,0.0,0.84,4.14,0.0
20190318:0510,0.0,0.0,0.0,1.04,4.21,0.0
20190318:0610,109.35,152.63,6.71,1.42,4.28,0.0
20190318:0710,268.65,313.02,15.8,1.64,3.72,0.0
20190318:0810,260.25,300.77,24.1,2.71,5.93,0.0
20190318:0910,253.09,295.46,31.05,4.05,6.07,0.0
20190318:1010,140.87,174.98,35.96,4.93,5.03,0.0
20190318:1110,618.89,718.36,38.14,5.95,4.83,0.0
20190318:1210,31.23,50.77,37.24,6.58,4.55,0.0
20190318:1310,766.46,904.79,33.41,7.17,4.41,0.0
20190318:1410,60.03,85.22,27.23,7.2,4.28,0.0
20190318:1510,309.21,368.18,19.42,6.63,4.21,0.0
20190318:1610,66.12,96.31,10.6,5.41,3.03,0.0
20190318:1710,0.0,0.0,0.0,4.68,2.9,0.0
20190318:1810,0.0,0.0,0.0,3.4,2.48,0.0
20190318:1910,0.0,0.0,0.0,2.75,2.76,0.0
20190318:2010,0.0,0.0,0.0,2.0,2.55,0.0
20190318:2110,0.0,0.0,0.0,1.41,2.48,0.0
20190318:2210,0.0,0.0,0.0,1.3,2.48,0.0
20190318:2310,0.0,0.0,0.0,0.87,2.48,0.0
20190319:0010,0.0,0.0,0.0,0.44,2.34,0.0
20190319:0110,0.0,0.0,0.0,0.35,2.21,0.0
20190319:0210,0.0,0.0,0.0,-0.11,2.28,0.0
20190319:0310,0.0,0.0,0.0,-0.41,2.28,0.0
20190319:0410,0.0,0.0,0.0,-0.62,2.28,0.0
20190319:0510,0.0,0.0,0.0,-0.76,2.21,0.0
20190319:0610,107.25,148.04,7.06,-0.73,2.14,0.0
20190319:0710,200.37,238.12,16.17,0.93,2.07,0.0
20190319:0810,454.32,520.12,24.48,2.74,3.1,0.0
20190319:0910,696.86,812.4,31.44,3.86,3.38,0.0
20190319:1010,208.15,249.44,36.36,4.63,3.24,0.0
20190319:1110,154.86,191.29,38.54,5.33,3.24,0.0
20190319:1210,533.93,623.63,37.62,6.06,3.31,0.0
20190319:1310,309.0,363.08,33.75,6.23,3.38,0.0
20190319:1410,303.1,356.73,27.55,6.44,3.17,0.0
20190319:1510,98.88,129.35,19.71,6.1,2.83,0.0
20190319:1610,82.12,118.0,10.87,5.7,2.28,0.0
20190319:1710,0.0,0.0,0.0,5.13,1.72,0.0
20190319:1810,0.0,0.0,0.0,3.95,1.38,0.0
20190319:1910,0.0,0.0,0.0,2.42,1.17,0.0
20190319:2010,0.0,0.0,0.0,1.33,1.31,0.0
20190319:2110,0.0,0.0,0.0,0.41,1.52,0.0
20190319:2210,0.0,0.0,0.0,-0.3,1.72,0.0
20190319:2310,0.0,0.0,0.0,-1.22,1.66,0.0
20190320:0010,0.0,0.0,0.0,-1.74,1.59,0.0
20190320:0110,0.0,0.0,0.0,-1.92,1.66,0.0
20190320:0210,0.0,0.0,0.0,-1.92,1.66,0.0
20190320:0310,0.0,0.0,0.0,-2.06,1.66,0.0
20190320:0410,0.0,0.0,0.0,-2.12,1.66,0.0
20190320:0510,0.0,0.0,0.0,-2.02,1.72,0.0
20190320:0610,121.2,164.84,7.42,-1.88,1.59,0.0
20190320:0710,386.8,450.74,16.53,0.7,1.24,0.0
20190320:0810,587.14,694.8,24.86,3.87,1.1,0.0
20190320:0910,744.08,903.12,31.84,5.73,1.52,0.0
20190320:1010,830.76,1029.37,36.76,6.87,1.66,0.0
20190320:1110,844.68,1057.79,38.94,7.83,1.59,0.0
20190320:1210,818.95,1024.05,38.0,8.63,1.59,0.0
20190320:1310,728.14,894.47,34.1,9.11,1.72,0.0
20190320:1410,567.27,682.87,27.86,9.37,1.86,0.0
20190320:1510,360.3,439.23,19.99,9.32,1.79,0.0
20190320:1610,119.8,176.56,11.14,8.92,1.52,0.0
20190320:1710,0.0,0.0,0.0,7.8,1.31,0.0
20190320:1810,0.0,0.0,0.0,6.14,1.79,0.0
20190320:1910,0.0,0.0,0.0,5.0,1.79,0.0
20190320:2010,0.0,0.0,0.0,3.4,1.93,0.0
20190320:2110,0.0,0.0,0.0,1.98,1.86,0.0
20190320:2210,0.0,0.0,0.0,1.21,1.86,0.0
20190320:2310,0.0,0.0,0.0,0.82,1.86,0.0
20190321:0010,0.0,0.0,0.0,0.57,1.79,0.0
20190321:0110,0.0,0.0,0.0,0.22,1.72,0.0
20190321:0210,0.0,0.0,0.0,0.07,1.79,0.0
20190321:0310,0.0,0.0,0.0,0.18,1.79,0.0
20190321:0410,0.0,0.0,0.0,0.26,1.79,0.0
20190321:0510,0.0,0.0,0.0,-0.17,1.86,0.0
20190321:0610,111.97,153.66,7.78,0.06,1.66,0.0
20190321:0710,355.23,418.22,16.9,2.83,1.1,0.0
20190321:0810,551.02,662.01,25.24,6.66,0.76,0.0
20190321:0910,710.22,887.72,32.23,8.71,0.62,0.0
20190321:1010,780.69,1006.84,37.16,10.06,0.41,0.0
20190321:1110,783.52,1025.25,39.34,11.0,0.21,0.0
20190321:1210,764.7,1005.17,38.37,11.99,0.07,0.0
20190321:1310,680.94,877.71,34.44,12.56,0.07,0.0
20190321:1410,542.12,679.33,28.17,12.78,0.21,0.0
20190321:1510,350.44,439.34,20.28,12.75,0.48,0.0
20190321:1610,116.07,174.35,11.4,12.39,0.76,0.0
20190321:1710,0.0,0.0,0.0,11.31,1.1,0.0
20190321:1810,0.0,0.0,0.0,9.81,0.83,0.0
20190321:1910,0.0,0.0,0.0,9.25,1.03,0.0
20190321:2010,0.0,0.0,0.0,9.75,0.83,0.0
20190321:2110,0.0,0.0,0.0,8.39,1.03,0.0
20190321:2210,0.0,0.0,0.0,6.3,1.38,0.0
20190321:2310,0.0,0.0,0.0,4.63,1.79,0.0
20190322:0010,0.0,0.0,0.0,3.91,1.86,0.0
20190322:0110,0.0,0.0,0.0,3.41,1.79,0.0
20190322:0210,0.0,0.0,0.0,3.25,1.66,0.0
20190322:0310,0.0,0.0,0.0,3.27,1.59,0.0
20190322:0410,0.0,0.0,0.0,3.11,1.59,0.0
20190322:0510,0.0,0.0,0.0,3.2,1.45,0.0
20190322:0610,31.76,51.88,8.13,3.29,1.38,0.0
20190322:0710,284.04,339.04,17.26,4.65,0.76,0.0
20190322:0810,470.24,568.14,25.62,8.78,0.55,0.0
20190322:0910,683.07,850.84,32.62,11.09,1.17,0.0
20190322:1010,770.43,977.76,37.57,12.81,1.59,0.0
20190322:1110,787.38,1008.36,39.74,14.22,1.72,0.0
20190322:1210,745.17,949.78,38.75,15.34,1.86,0.0
20190322:1310,685.28,866.19,34.79,16.07,1.86,0.0
20190322:1410,544.86,678.28,28.48,16.47,1.86,0.0
20190322:1510,346.75,437.21,20.56,16.5,1.86,0.0
20190322:1610,114.79,174.37,11.67,15.88,1.45,0.0
20190322:1710,0.0,0.0,0.0,14.07,1.86,0.0
20190322:1810,0.0,0.0,0.0,11.95,2.0,0.0
20190322:1910,0.0,0.0,0.0,11.0,1.86,0.0
20190322:2010,0.0,0.0,0.0,9.73,1.93,0.0
20190322:2110,0.0,0.0,0.0,8.82,2.14,0.0
20190322:2210,0.0,0.0,0.0,8.03,2.14,0.0
20190322:2310,0.0,0.0,0.0,7.33,2.21,0.0
20190323:0010,0.0,0.0,0.0,5.91,2.28,0.0
20190323:0110,0.0,0.0,0.0,5.55,2.28,0.0
20190323:0210,0.0,0.0,0.0,5.24,2.28,0.0
20190323:0310,0.0,0.0,0.0,4.93,2.21,0.0
20190323:0410,0.0,0.0,0.0,4.63,2.21,0.0
20190323:0510,0.0,0.0,0.0,4.39,2.14,0.0
20190323:0610,132.99,182.64,8.49,4.54,2.0,0.0
20190323:0710,371.15,443.25,17.63,6.73,1.52,0.0
20190323:0810,565.59,690.28,25.99,11.03,1.31,0.0
20190323:0910,690.67,869.37,33.01,13.48,1.38,0.0
20190323:1010,784.56,1004.06,37.97,14.84,1.86,0.0
20190323:1110,792.47,1020.68,40.14,15.5,1.86,0.0
20190323:1210,744.61,954.07,39.13,15.99,1.79,0.0
20190323:1310,655.5,826.65,35.13,16.27,1.86,0.0
20190323:1410,526.78,652.79,28.78,16.25,2.07,0.0
20190323:1510,329.73,412.45,20.84,15.86,2.55,0.0
20190323:1610,79.64,118.18,11.93,14.98,2.69,0.0
20190323:1710,0.0,5.05,2.55,13.13,3.1,0.0
20190323:1810,0.0,0.0,0.0,11.41,3.31,0.0
20190323:1910,0.0,0.0,0.0,9.41,3.31,0.0
20190323:2010,0.0,0.0,0.0,8.46,2.69,0.0
20190323:2110,0.0,0.0,0.0,7.76,2.07,0.0
20190323:2210,0.0,0.0,0.0,7.33,1.79,0.0
20190323:2310,0.0,0.0,0.0,6.82,1.66,0.0
20190324:0010,0.0,0.0,0.0,6.7,1.66,0.0
20190324:0110,0.0,0.0,0.0,6.66,2.21,0.0
20190324:0210,0.0,0.0,0.0,6.55,1.93,0.0
20190324:0310,0.0,0.0,0.0,6.49,2.14,0.0
20190324:0410,0.0,0.0,0.0,6.4,2.21,0.0
20190324:0510,0.0,0.0,0.0,6.29,2.28,0.0
20190324:0610,22.64,40.19,8.85,6.14,2.41,0.0
20190324:0710,36.45,57.12,17.99,6.11,2.0,0.0
20190324:0810,77.38,105.17,26.37,6.45,1.86,0.0
20190324:0910,71.66,98.82,33.41,6.9,1.59,0.0
20190324:1010,61.36,87.04,38.37,7.25,1.31,0.0
20190324:1110,93.42,124.21,40.53,7.6,1.24,0.0
20190324:1210,132.14,168.64,39.5,7.91,1.17,0.0
20190324:1310,46.6,69.81,35.47,7.93,1.45,0.0
20190324:1410,32.46,52.59,29.09,7.72,1.72,0.0
20190324:1510,33.26,53.49,21.12,7.28,1.66,0.0
20190324:1610,56.77,83.25,12.19,6.98,1.45,0.0
20190324:1710,1.6,9.27,2.81,6.55,1.24,0.0
20190324:1810,0.0,0.0,0.0,6.27,1.17,0.0
20190324:1910,0.0,0.0,0.0,6.36,1.24,0.0
20190324:2010,0.0,0.0,0.0,5.89,1.52,0.0
20190324:2110,0.0,0.0,0.0,5.22,1.72,0.0
20190324:2210,0.0,0.0,0.0,4.31,1.93,0.0
20190324:2310,0.0,0.0,0.0,3.46,2.0,0.0
20190325:0010,0.0,0.0,0.0,2.55,2.14,0.0
20190325:0110,0.0,0.0,0.0,1.94,2.34,0.0
20190325:0210,0.0,0.0,0.0,1.46,2.48,0.0
20190325:0310,0.0,0.0,0.0,1.18,2.69,0.0
20190325:0410,0.0,0.0,0.0,1.08,2.97,0.0
20190325:0510,0.0,0.0,0.0,0.88,3.38,0.0
20190325:0610,11.38,24.48,9.21,1.34,4.07,0.0
20190325:0710,17.38,32.64,18.36,2.33,3.86,0.0
20190325:0810,283.43,327.59,26.75,3.24,4.97,0.0
20190325:0910,542.32,620.54,33.8,4.17,4.9,0.0
20190325:1010,739.27,862.83,38.77,5.27,4.76,0.0
20190325:1110,185.62,225.55,40.93,6.14,4.83,0.0
20190325:1210,472.66,547.96,39.87,6.43,4.76,0.0
20190325:1310,506.62,583.4,35.81,5.22,4.69,0.0
20190325:1410,108.84,139.62,29.4,5.06,4.34,0.0
20190325:1510,128.74,161.45,21.4,4.37,4.34,0.0
20190325:1610,40.81,61.92,12.45,3.7,4.07,0.0
20190325:1710,3.0,11.79,3.06,3.0,4.55,0.0
20190325:1810,0.0,0.0,0.0,2.53,3.45,0.0
20190325:1910,0.0,0.0,0.0,2.13,2.83,0.0
20190325:2010,0.0,0.0,0.0,1.96,2.69,0.0
20190325:2110,0.0,0.0,0.0,1.77,2.41,0.0
20190325:2210,0.0,0.0,0.0,1.78,2.34,0.0
20190325:2310,0.0,0.0,0.0,1.72,2.48,0.0
20190326:0010,0.0,0.0,0.0,1.77,2.69,0.0
20190326:0110,0.0,0.0,0.0,1.56,2.48,0.0
20190326:0210,0.0,0.0,0.0,1.54,2.34,0.0
20190326:0310,0.0,0.0,0.0,1.23,2.07,0.0
20190326:0410,0.0,0.0,0.0,1.08,1.93,0.0
20190326:0510,0.0,0.0,0.0,1.07,1.93,0.0
20190326:0610,56.59,81.76,9.56,1.38,2.07,0.0
20190326:0710,94.41,122.1,18.72,2.32,3.86,0.0
20190326:0810,85.3,112.42,27.13,3.21,4.14,0.0
20190326:0910,95.55,124.21,34.19,4.07,4.76,0.0
20190326:1010,121.45,153.22,39.17,4.5,4.83,0.0
20190326:1110,523.67,603.12,41.33,4.9,4.83,0.0
20190326:1210,278.37,327.25,40.25,5.78,5.17,0.0
20190326:1310,265.08,312.53,36.15,5.97,5.03,0.0
20190326:1410,44.89,67.09,29.7,6.02,5.03,0.0
20190326:1510,70.66,97.01,21.68,6.03,4.83,0.0
20190326:1610,17.09,32.64,12.72,5.57,4.0,0.0
20190326:1710,0.0,3.37,3.32,4.93,3.52,0.0
20190326:1810,0.0,0.0,0.0,4.5,3.38,0.0
20190326:1910,0.0,0.0,0.0,3.82,3.24,0.0
20190326:2010,0.0,0.0,0.0,3.69,3.1,0.0
20190326:2110,0.0,0.0,0.0,3.51,2.83,0.0
20190326:2210,0.0,0.0,0.0,3.48,2.69,0.0
20190326:2310,0.0,0.0,0.0,3.53,2.83,0.0
20190327:0010,0.0,0.0,0.0,3.57,3.03,0.0
20190327:0110,0.0,0.0,0.0,3.52,3.03,0.0
20190327:0210,0.0,0.0,0.0,3.26,2.9,0.0
20190327:0310,0.0,0.0,0.0,3.09,2.69,0.0
20190327:0410,0.0,0.0,0.0,2.61,2.55,0.0
20190327:0510,0.0,0.0,0.0,2.5,2.41,0.0
20190327:0610,105.86,143.21,9.92,2.48,2.34,0.0
20190327:0710,225.49,267.54,19.08,3.35,2.83,0.0
20190327:0810,278.19,325.44,27.5,4.08,2.76,0.0
20190327:0910,339.34,396.38,34.58,5.17,2.76,0.0
20190327:1010,321.25,378.7,39.57,6.07,2.55,0.0
20190327:1110,273.47,326.17,41.72,6.74,2.41,0.0
20190327:1210,180.27,221.72,40.62,7.25,2.62,0.0
20190327:1310,204.63,249.28,36.48,7.74,2.76,0.0
20190327:1410,186.04,228.08,30.0,7.71,2.76,0.0
20190327:1510,200.05,245.43,21.95,7.67,2.48,0.0
20190327:1610,97.83,137.95,12.97,7.57,2.28,0.0
20190327:1710,2.46,10.95,3.57,7.19,1.59,0.0
20190327:1810,0.0,0.0,0.0,6.4,1.45,0.0
20190327:1910,0.0,0.0,0.0,6.21,1.38,0.0
20190327:2010,0.0,0.0,0.0,5.83,1.59,0.0
20190327:2110,0.0,0.0,0.0,5.77,1.66,0.0
20190327:2210,0.0,0.0,0.0,5.68,1.66,0.0
20190327:2310,0.0,0.0,0.0,5.43,1.66,0.0
20190328:0010,0.0,0.0,0.0,5.34,1.72,0.0
20190328:0110,0.0,0.0,0.0,5.33,1.79,0.0
20190328:0210,0.0,0.0,0.0,5.27,1.86,0.0
20190328:0310,0.0,0.0,0.0,5.16,1.86,0.0
20190328:0410,0.0,0.0,0.0,5.1,1.79,0.0
20190328:0510,0.0,0.0,0.0,5.01,1.79,0.0
20190328:0610,34.22,54.58,10.27,5.13,1.79,0.0
20190328:0710,196.13,237.86,19.45,5.32,1.72,0.0
20190328:0810,148.75,185.05,27.88,6.02,2.21,0.0
20190328:0910,297.76,352.36,34.97,6.77,2.62,0.0
20190328:1010,138.58,174.98,39.97,7.42,2.55,0.0
20190328:1110,181.19,223.6,42.11,8.04,2.48,0.0
20190328:1210,184.14,227.89,40.99,8.94,2.34,0.0
20190328:1310,143.43,182.02,36.82,9.4,2.34,0.0
20190328:1410,98.18,130.56,30.3,9.77,2.34,0.0
20190328:1510,60.7,87.04,22.23,9.68,2.07,0.0
20190328:1610,53.14,78.99,13.23,9.36,1.59,0.0
20190328:1710,1.99,10.11,3.83,8.89,1.1,0.0
20190328:1810,0.0,0.0,0.0,8.4,1.03,0.0
20190328:1910,0.0,0.0,0.0,7.62,1.03,0.0
20190328:2010,0.0,0.0,0.0,7.28,0.83,0.0
20190328:2110,0.0,0.0,0.0,6.94,0.83,0.0
20190328:2210,0.0,0.0,0.0,6.69,0.83,0.0
20190328:2310,0.0,0.0,0.0,6.5,0.69,0.0
20190329:0010,0.0,0.0,0.0,6.51,0.55,0.0
20190329:0110,0.0,0.0,0.0,6.53,0.41,0.0
20190329:0210,0.0,0.0,0.0,6.53,0.34,0.0
20190329:0310,0.0,0.0,0.0,6.44,0.48,0.0
20190329:0410,0.0,0.0,0.0,6.39,0.48,0.0
20190329:0510,0.0,0.0,0.0,6.34,0.41,0.0
20190329:0610,51.71,76.75,10.63,6.43,0.76,0.0
20190329:0710,109.02,141.75,19.81,7.21,1.03,0.0
20190329:0810,190.5,234.46,28.25,8.2,1.24,0.0
20190329:0910,209.47,257.27,35.36,8.89,1.31,0.0
20190329:1010,259.75,316.53,40.37,9.76,1.31,0.0
20190329:1110,393.27,476.04,42.51,10.36,1.24,0.0
20190329:1210,530.7,650.57,41.36,11.0,1.1,0.0
20190329:1310,695.25,874.28,37.15,11.67,1.03,0.0
20190329:1410,579.5,718.28,30.6,12.22,0.97,0.0
20190329:1510,376.79,469.85,22.5,12.37,0.97,0.0
20190329:1610,137.65,207.08,13.49,12.27,1.03,0.0
20190329:1710,5.75,16.85,4.08,11.53,1.1,0.0
20190329:1810,0.0,0.0,0.0,9.82,1.24,0.0
20190329:1910,0.0,0.0,0.0,7.91,1.52,0.0
20190329:2010,0.0,0.0,0.0,6.41,1.52,0.0
20190329:2110,0.0,0.0,0.0,5.13,1.52,0.0
20190329:2210,0.0,0.0,0.0,4.05,1.52,0.0
20190329:2310,0.0,0.0,0.0,3.33,1.59,0.0
20190330:0010,0.0,0.0,0.0,2.87,1.72,0.0
20190330:0110,0.0,0.0,0.0,2.55,1.86,0.0
20190330:0210,0.0,0.0,0.0,2.28,1.86,0.0
20190330:0310,0.0,0.0,0.0,1.93,1.86,0.0
20190330:0410,0.0,0.0,0.0,0.94,1.93,0.0
20190330:0510,0.0,0.0,0.0,0.74,2.0,0.0
20190330:0610,152.52,199.72,10.98,1.78,1.86,0.0
20190330:0710,394.9,469.46,20.17,6.27,1.59,0.0
20190330:0810,587.21,707.47,28.62,9.86,2.07,0.0
20190330:0910,695.99,857.31,35.74,12.03,2.34,0.0
20190330:1010,809.2,1020.7,40.76,13.62,2.55,0.0
20190330:1110,838.03,1069.86,42.9,14.82,2.55,0.0
20190330:1210,804.24,1027.34,41.73,15.71,2.41,0.0
20190330:1310,702.91,885.85,37.49,16.27,2.34,0.0
20190330:1410,560.89,695.5,30.9,16.5,2.41,0.0
20190330:1510,366.44,460.11,22.77,16.52,2.55,0.0
20190330:1610,133.06,201.62,13.75,15.95,2.0,0.0
20190330:1710,6.69,18.53,4.33,14.55,2.0,0.0
20190330:1810,0.0,0.0,0.0,12.48,2.21,0.0
20190330:1910,0.0,0.0,0.0,11.55,2.07,0.0
20190330:2010,0.0,0.0,0.0,10.32,2.14,0.0
20190330:2110,0.0,0.0,0.0,9.4,2.14,0.0
20190330:2210,0.0,0.0,0.0,8.92,2.07,0.0
20190330:2310,0.0,0.0,0.0,8.23,2.0,0.0
20190331:0010,0.0,0.0,0.0,7.8,1.93,0.0
20190331:0110,0.0,0.0,0.0,6.96,1.93,0.0
20190331:0210,0.0,0.0,0.0,6.02,1.93,0.0
20190331:0310,0.0,0.0,0.0,5.33,1.79,0.0
20190331:0410,0.0,0.0,0.0,4.67,1.79,0.0
20190331:0510,0.0,0.0,0.0,4.28,1.66,0.0
20190331:0610,159.36,211.56,11.33,5.03,1.24,0.0
20190331:0710,351.22,424.17,20.53,7.67,0.48,0.0
20190331:0810,518.84,625.8,28.99,10.15,1.59,0.0
20190331:0910,323.5,389.81,36.13,10.78,2.14,0.0
20190331:1010,363.0,437.7,41.16,11.38,2.34,0.0
20190331:1110,373.82,451.25,43.29,11.84,2.55,0.0
20190331:1210,515.03,622.52,42.09,12.05,2.69,0.0
20190331:1310,502.98,604.46,37.82,11.9,3.03,0.0
20190331:1410,278.97,337.48,31.2,11.63,3.45,0.0
20190331:1510,117.21,152.85,23.04,10.84,3.52,0.0
20190331:1610,58.21,85.0,14.0,9.92,3.31,0.0
20190331:1710,3.82,13.48,4.58,9.07,3.03,0.0
20190331:1810,0.0,0.0,0.0,8.19,2.76,0.0
